assembly_accession,assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,"relation_to_type_material
",filepath
GCF_010093025.1,GCF_010093025.1,PRJNA224116,SAMN13907365,,na,2703788,2703788,Edaphobacter sp. 12200R-103,strain=12200R-103,,latest,Complete Genome,Major,Full,2020/02/03,ASM1009302v1,National Institute of Agricultural Sciences,GCA_010093025.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/093/025/GCF_010093025.1_ASM1009302v1,,"
",GCF_010093025.1_ASM1009302v1_genomic.gbff
GCF_010093045.1,GCF_010093045.1,PRJNA224116,SAMN13907367,,na,2703789,2703789,Mucilaginibacter sp. 14171R-50,strain=14171R-50,,latest,Complete Genome,Major,Full,2020/02/03,ASM1009304v1,National Institute of Agricultural Sciences,GCA_010093045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/093/045/GCF_010093045.1_ASM1009304v1,,"
",GCF_010093045.1_ASM1009304v1_genomic.gbff
GCF_010119915.1,GCF_010119915.1,PRJNA224116,SAMN13931086,,na,2704467,2704467,Cellulomonas sp. H30R-01,strain=H30R-01,,latest,Complete Genome,Major,Full,2020/02/04,ASM1011991v1,National Institute of Agricultural Sciences,GCA_010119915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/119/915/GCF_010119915.1_ASM1011991v1,,"
",GCF_010119915.1_ASM1011991v1_genomic.gbff
GCF_010119935.1,GCF_010119935.1,PRJNA224116,SAMN13931081,,na,2704462,2704462,Paenibacillus sp. 12200R-189,strain=12200R-189,,latest,Complete Genome,Major,Full,2020/02/04,ASM1011993v1,National Institute of Agricultural Sciences,GCA_010119935.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/119/935/GCF_010119935.1_ASM1011993v1,,"
",GCF_010119935.1_ASM1011993v1_genomic.gbff
GCF_010119975.1,GCF_010119975.1,PRJNA224116,SAMN13930951,,na,2704465,2704465,Rhodocytophaga sp. 172606-1,strain=172606-1,,latest,Complete Genome,Major,Full,2020/02/04,ASM1011997v1,Seoul Women's University,GCA_010119975.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/119/975/GCF_010119975.1_ASM1011997v1,,"
",GCF_010119975.1_ASM1011997v1_genomic.gbff
GCF_010365285.1,GCF_010365285.1,PRJNA224116,SAMN13972363,,na,2704463,2704463,Paenibacillus sp. 14171R-81,strain=14171R-81,,latest,Complete Genome,Major,Full,2020/02/09,ASM1036528v1,National Institute of Agricultural Sciences,GCA_010365285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/365/285/GCF_010365285.1_ASM1036528v1,,"
",GCF_010365285.1_ASM1036528v1_genomic.gbff
GCF_010450915.1,GCF_010450915.1,PRJNA224116,SAMN13783698,,representative genome,682956,682956,Paenibacillus jilunlii,strain=KACC 16679,,latest,Complete Genome,Major,Full,2020/02/12,ASM1045091v1,Kyungpook National University,GCA_010450915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/450/915/GCF_010450915.1_ASM1045091v1,,"
",GCF_010450915.1_ASM1045091v1_genomic.gbff
GCF_010669125.1,GCF_010669125.1,PRJNA224116,SAMN14048691,,representative genome,1745854,1745854,Ancylobacter pratisalsi,strain=DSM 102029,,latest,Complete Genome,Major,Full,2020/02/17,ASM1066912v1,Shanghai Jiao Tong University,GCA_010669125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/669/125/GCF_010669125.1_ASM1066912v1,,"assembly from type material
",GCF_010669125.1_ASM1066912v1_genomic.gbff
GCF_010669145.1,GCF_010669145.1,PRJNA224116,SAMN14048699,,representative genome,2267833,2267833,Rhizobium oryzihabitans,strain=M15,,latest,Complete Genome,Major,Full,2020/02/17,ASM1066914v1,Chinese Academy of Agricultural Sciences,GCA_010669145.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/669/145/GCF_010669145.1_ASM1066914v1,,"assembly from type material
",GCF_010669145.1_ASM1066914v1_genomic.gbff
GCF_010669165.1,GCF_010669165.1,PRJNA224116,SAMN14052186,,representative genome,66871,66871,Streptomyces aureoverticillatus,strain=HN6,,latest,Complete Genome,Major,Full,2020/02/17,ASM1066916v1,Rutgers University,GCA_010669165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/669/165/GCF_010669165.1_ASM1066916v1,,"
",GCF_010669165.1_ASM1066916v1_genomic.gbff
GCF_010669225.1,GCF_010669225.1,PRJNA224116,SAMN13925610,,representative genome,437897,437897,Megamonas funiformis,strain=JCM 14723,,latest,Complete Genome,Major,Full,2020/02/17,ASM1066922v1,"National Institute of Advanced Industrial Science and Technology, Biomedical Research Institute",GCA_010669225.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/669/225/GCF_010669225.1_ASM1066922v1,,"assembly from type material
",GCF_010669225.1_ASM1066922v1_genomic.gbff
GCF_010726765.1,GCF_010726765.1,PRJNA224116,SAMD00153170,,representative genome,39689,39689,Mycobacterium gallinarum,strain=JCM 6399,,latest,Complete Genome,Major,Full,2020/02/06,ASM1072676v1,"Department of Infection Metagenomics, Osaka University",GCA_010726765.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/726/765/GCF_010726765.1_ASM1072676v1,,"
",GCF_010726765.1_ASM1072676v1_genomic.gbff
GCF_010726955.1,GCF_010726955.1,PRJNA224116,SAMD00153171,,representative genome,1793,1793,Mycolicibacterium fallax,strain=JCM 6405,,latest,Complete Genome,Major,Full,2020/02/06,ASM1072695v1,"Department of Infection Metagenomics, Osaka University",GCA_010726955.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/726/955/GCF_010726955.1_ASM1072695v1,,"assembly from type material
",GCF_010726955.1_ASM1072695v1_genomic.gbff
GCF_010727725.1,GCF_010727725.1,PRJNA224116,SAMD00153176,,na,1792,1792,Mycolicibacterium chitae,strain=JCM 12403,,latest,Complete Genome,Major,Full,2020/02/06,ASM1072772v1,"Department of Infection Metagenomics, Osaka University",GCA_010727725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/727/725/GCF_010727725.1_ASM1072772v1,,"assembly from type material
",GCF_010727725.1_ASM1072772v1_genomic.gbff
GCF_010728155.1,GCF_010728155.1,PRJNA224116,SAMD00153178,,representative genome,126673,126673,Mycolicibacterium doricum,strain=JCM 12405,,latest,Complete Genome,Major,Full,2020/02/06,ASM1072815v1,"Department of Infection Metagenomics, Osaka University",GCA_010728155.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/728/155/GCF_010728155.1_ASM1072815v1,,"assembly from type material
",GCF_010728155.1_ASM1072815v1_genomic.gbff
GCF_010728725.1,GCF_010728725.1,PRJNA224116,SAMD00153181,,representative genome,43348,43348,Mycobacterium branderi,strain=JCM 12687,,latest,Complete Genome,Major,Full,2020/02/06,ASM1072872v1,"Department of Infection Metagenomics, Osaka University",GCA_010728725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/728/725/GCF_010728725.1_ASM1072872v1,,"assembly from type material
",GCF_010728725.1_ASM1072872v1_genomic.gbff
GCF_010728925.1,GCF_010728925.1,PRJNA224116,SAMD00153182,,representative genome,1794,1794,Mycolicibacterium gadium,strain=JCM 12688,,latest,Complete Genome,Major,Full,2020/02/06,ASM1072892v1,"Department of Infection Metagenomics, Osaka University",GCA_010728925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/728/925/GCF_010728925.1_ASM1072892v1,,"assembly from type material
",GCF_010728925.1_ASM1072892v1_genomic.gbff
GCF_010730195.1,GCF_010730195.1,PRJNA224116,SAMD00153191,,representative genome,44010,44010,Mycobacterium conspicuum,strain=JCM 14738,,latest,Complete Genome,Major,Full,2020/02/06,ASM1073019v1,"Department of Infection Metagenomics, Osaka University",GCA_010730195.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/730/195/GCF_010730195.1_ASM1073019v1,,"assembly from type material
",GCF_010730195.1_ASM1073019v1_genomic.gbff
GCF_010730955.1,GCF_010730955.1,PRJNA224116,SAMD00153195,,representative genome,319707,319707,Mycolicibacterium aubagnense,strain=JCM 15296,,latest,Complete Genome,Major,Full,2020/02/06,ASM1073095v1,"Department of Infection Metagenomics, Osaka University",GCA_010730955.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/730/955/GCF_010730955.1_ASM1073095v1,,"assembly from type material
",GCF_010730955.1_ASM1073095v1_genomic.gbff
GCF_010731735.1,GCF_010731735.1,PRJNA224116,SAMD00153209,,representative genome,1286180,1286180,Mycolicibacterium sediminis,strain=JCM 17899,,latest,Complete Genome,Major,Full,2020/02/06,ASM1073173v1,"Department of Infection Metagenomics, Osaka University",GCA_010731735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/735/GCF_010731735.1_ASM1073173v1,,"
",GCF_010731735.1_ASM1073173v1_genomic.gbff
GCF_010731795.1,GCF_010731795.1,PRJNA224116,SAMD00153212,,representative genome,1249101,1249101,Mycolicibacterium celeriflavum,strain=JCM 18439,,latest,Complete Genome,Major,Full,2020/02/06,ASM1073179v1,"Department of Infection Metagenomics, Osaka University",GCA_010731795.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/795/GCF_010731795.1_ASM1073179v1,,"assembly from type material
",GCF_010731795.1_ASM1073179v1_genomic.gbff
GCF_010731815.1,GCF_010731815.1,PRJNA224116,SAMD00153213,,representative genome,1286181,1286181,Mycolicibacterium arabiense,strain=JCM 18538,,latest,Complete Genome,Major,Full,2020/02/06,ASM1073181v1,"Department of Infection Metagenomics, Osaka University",GCA_010731815.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/815/GCF_010731815.1_ASM1073181v1,,"assembly from type material
",GCF_010731815.1_ASM1073181v1_genomic.gbff
GCF_010731835.1,GCF_010731835.1,PRJNA224116,SAMD00153215,,representative genome,1069220,1069220,Mycolicibacillus koreensis,strain=JCM 19956,,latest,Complete Genome,Major,Full,2020/02/06,ASM1073183v1,"Department of Infection Metagenomics, Osaka University",GCA_010731835.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/835/GCF_010731835.1_ASM1073183v1,,"
",GCF_010731835.1_ASM1073183v1_genomic.gbff
GCF_010731855.1,GCF_010731855.1,PRJNA224116,SAMD00153216,,representative genome,1431246,1431246,Mycolicibacterium anyangense,strain=JCM 30275,,latest,Complete Genome,Major,Full,2020/02/06,ASM1073185v1,"Department of Infection Metagenomics, Osaka University",GCA_010731855.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/855/GCF_010731855.1_ASM1073185v1,,"assembly from type material
",GCF_010731855.1_ASM1073185v1_genomic.gbff
GCF_010731875.1,GCF_010731875.1,PRJNA224116,SAMD00153217,,representative genome,1534348,1534348,Mycolicibacterium sarraceniae,strain=JCM 30395,,latest,Complete Genome,Major,Full,2020/02/06,ASM1073187v1,"Department of Infection Metagenomics, Osaka University",GCA_010731875.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/875/GCF_010731875.1_ASM1073187v1,,"assembly from type material
",GCF_010731875.1_ASM1073187v1_genomic.gbff
GCF_011009015.1,GCF_011009015.1,PRJNA224116,SAMN14122253,,na,2683272,2683272,Oceanospirillales bacterium S2-4-1H,strain=S2-4-1H,,latest,Complete Genome,Major,Full,2020/02/25,ASM1100901v1,Quanzhou Normal University,GCA_011009015.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/009/015/GCF_011009015.1_ASM1100901v1,,"
",GCF_011009015.1_ASM1100901v1_genomic.gbff
GCF_011044475.1,GCF_011044475.1,PRJNA224116,SAMN14150199,,na,66269,66269,Pantoea stewartii,strain=ZJ-FGZX1,,latest,Complete Genome,Major,Full,2020/03/01,ASM1104447v1,Guangdong Ocean University,GCA_011044475.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/044/475/GCF_011044475.1_ASM1104447v1,,"
",GCF_011044475.1_ASM1104447v1_genomic.gbff
GCF_011044495.1,GCF_011044495.1,PRJNA224116,SAMN14143996,,na,2711231,2711231,Roseimicrobium sp. ORNL1,strain=ORNL1,,latest,Complete Genome,Major,Full,2020/03/01,ASM1104449v1,Oak Ridge National Laboratory,GCA_011044495.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/044/495/GCF_011044495.1_ASM1104449v1,,"
",GCF_011044495.1_ASM1104449v1_genomic.gbff
GCF_011046535.1,GCF_011046535.1,PRJNA224116,SAMN14149852,,na,2712223,2712223,Nocardioides sp. R-3366,strain=R-3366,,latest,Complete Genome,Major,Full,2020/03/02,ASM1104653v1,Hankyong National University,GCA_011046535.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/046/535/GCF_011046535.1_ASM1104653v1,,"
",GCF_011046535.1_ASM1104653v1_genomic.gbff
GCF_011046555.1,GCF_011046555.1,PRJNA224116,SAMN14167852,,representative genome,797291,797291,Sphingobacterium lactis,strain=DSM 22361,,latest,Complete Genome,Major,Full,2020/03/02,ASM1104655v1,Kyungpook National University,GCA_011046555.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/046/555/GCF_011046555.1_ASM1104655v1,,"assembly from type material
",GCF_011046555.1_ASM1104655v1_genomic.gbff
GCF_011046735.1,GCF_011046735.1,PRJNA224116,SAMN14149850,,na,2712222,2712222,Nordella sp. HKS 07,strain=HKS 07,,latest,Complete Genome,Major,Full,2020/03/02,ASM1104673v1,Hankyong National University,GCA_011046735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/046/735/GCF_011046735.1_ASM1104673v1,,"
",GCF_011046735.1_ASM1104673v1_genomic.gbff
GCF_011047315.1,GCF_011047315.1,PRJNA224116,SAMN14167855,,na,2604537,2604537,Altererythrobacter sp. BO-6,strain=BO-6,,latest,Complete Genome,Major,Full,2020/03/02,ASM1104731v1,Hankyong National University,GCA_011047315.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/047/315/GCF_011047315.1_ASM1104731v1,,"
",GCF_011047315.1_ASM1104731v1_genomic.gbff
GCF_011064245.1,GCF_011064245.1,PRJNA224116,SAMN14209962,,na,2713573,2713573,Sphingobacterium sp. DR205,strain=DR205,,latest,Complete Genome,Major,Full,2020/03/04,ASM1106424v1,Yonsei University,GCA_011064245.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/064/245/GCF_011064245.1_ASM1106424v1,,"
",GCF_011064245.1_ASM1106424v1_genomic.gbff
GCF_011064265.1,GCF_011064265.1,PRJNA224116,SAMN06718532,,na,935222,935222,Flavobacterium sp. Sr18,strain=Sr18,,latest,Complete Genome,Major,Full,2020/03/04,ASM1106426v1,"Institute of Microbiology, Chinese Academy of Sciences",GCA_011064265.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/064/265/GCF_011064265.1_ASM1106426v1,,"
",GCF_011064265.1_ASM1106426v1_genomic.gbff
GCF_011064825.1,GCF_011064825.1,PRJNA224116,SAMN13943399,,na,74329,74329,Brevundimonas mediterranea,strain=D151-2-6,,latest,Complete Genome,Major,Full,2020/03/05,ASM1106482v1,School of Life Sciences and Biotechnology,GCA_011064825.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/064/825/GCF_011064825.1_ASM1106482v1,,"
",GCF_011064825.1_ASM1106482v1_genomic.gbff
GCF_011065405.1,GCF_011065405.1,PRJNA224116,SAMN13552832,,representative genome,83771,83771,Succinivibrio dextrinosolvens,strain=Z6,,latest,Complete Genome,Major,Full,2020/03/05,ASM1106540v1,Chinese Academy of Agricultural Sciences,GCA_011065405.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/065/405/GCF_011065405.1_ASM1106540v1,,"
",GCF_011065405.1_ASM1106540v1_genomic.gbff
GCF_011066545.1,GCF_011066545.1,PRJNA224116,SAMN13921532,,na,174633,174633,Candidatus Kuenenia stuttgartiensis,strain=CSTR1,,latest,Complete Genome,Major,Full,2020/03/06,ASM1106654v1,Helmholtz Center for Environmental Research - UFZ,GCA_011066545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/066/545/GCF_011066545.1_ASM1106654v1,,"
",GCF_011066545.1_ASM1106654v1_genomic.gbff
GCF_011106855.1,GCF_011106855.1,PRJNA224116,SAMN13198556,,na,74829,74829,Pseudomonas balearica,strain=EC28,,latest,Complete Genome,Major,Full,2020/03/10,ASM1110685v1,Curtin University,GCA_011106855.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/106/855/GCF_011106855.1_ASM1110685v1,,"
",GCF_011106855.1_ASM1110685v1_genomic.gbff
GCF_011207455.1,GCF_011207455.1,PRJNA224116,SAMN14116118,,representative genome,1936021,1936021,Thermosulfuriphilus ammonigenes,strain=ST65,,latest,Complete Genome,Major,Full,2020/03/12,ASM1120745v1,Research Center of Biotechnology RAS,GCA_011207455.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/207/455/GCF_011207455.1_ASM1120745v1,,"assembly from type material
",GCF_011207455.1_ASM1120745v1_genomic.gbff
GCF_011290485.1,GCF_011290485.1,PRJNA224116,SAMN13885595,,na,2699430,2699430,Chromatiaceae bacterium No.7,strain=No.7,,latest,Complete Genome,Major,Full,2020/03/14,ASM1129048v1,Tokyo Metropolitan University,GCA_011290485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/290/485/GCF_011290485.1_ASM1129048v1,,"
",GCF_011290485.1_ASM1129048v1_genomic.gbff
GCF_011290545.1,GCF_011290545.1,PRJNA224116,SAMN14278080,,na,2715211,2715211,Monaibacterium sp. ALG8,strain=ALG8,,latest,Complete Genome,Major,Full,2020/03/15,ASM1129054v1,Zhejiang Sci-Tech University,GCA_011290545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/290/545/GCF_011290545.1_ASM1129054v1,,"
",GCF_011290545.1_ASM1129054v1_genomic.gbff
GCF_011300875.1,GCF_011300875.1,PRJNA224116,SAMN14260660,,na,2714931,2714931,Sanguibacter sp. HDW7,strain=HDW7,,latest,Complete Genome,Major,Full,2020/03/16,ASM1130087v1,Kyung Hee University,GCA_011300875.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/300/875/GCF_011300875.1_ASM1130087v1,,"
",GCF_011300875.1_ASM1130087v1_genomic.gbff
GCF_011301715.1,GCF_011301715.1,PRJNA224116,SAMN14260681,,na,2714942,2714942,Sphingomonas sp. HDW15A,strain=HDW15A,,latest,Complete Genome,Major,Full,2020/03/16,ASM1130171v1,Kyung Hee University,GCA_011301715.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/301/715/GCF_011301715.1_ASM1130171v1,,"
",GCF_011301715.1_ASM1130171v1_genomic.gbff
GCF_011302055.1,GCF_011302055.1,PRJNA224116,SAMN14260683,,na,2714944,2714944,Sphingomonas sp. HDW15C,strain=HDW15C,,latest,Complete Genome,Major,Full,2020/03/16,ASM1130205v1,Kyung Hee University,GCA_011302055.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/302/055/GCF_011302055.1_ASM1130205v1,,"
",GCF_011302055.1_ASM1130205v1_genomic.gbff
GCF_011303555.1,GCF_011303555.1,PRJNA224116,SAMN14260672,,na,2714940,2714940,Pedobacter sp. HDW13,strain=HDW13,,latest,Complete Genome,Major,Full,2020/03/16,ASM1130355v1,Kyung Hee University,GCA_011303555.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/303/555/GCF_011303555.1_ASM1130355v1,,"
",GCF_011303555.1_ASM1130355v1_genomic.gbff
GCF_011303755.1,GCF_011303755.1,PRJNA224116,SAMN14260602,,na,2714923,2714923,Acidovorax sp. HDW3,strain=HDW3,,latest,Complete Genome,Major,Full,2020/03/16,ASM1130375v1,Kyung Hee University,GCA_011303755.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/303/755/GCF_011303755.1_ASM1130375v1,,"
",GCF_011303755.1_ASM1130375v1_genomic.gbff
GCF_011305535.1,GCF_011305535.1,PRJNA224116,SAMN14260604,,na,2714925,2714925,Diaphorobacter sp. HDW4B,strain=HDW4B,,latest,Complete Genome,Major,Full,2020/03/16,ASM1130553v1,Kyung Hee University,GCA_011305535.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/305/535/GCF_011305535.1_ASM1130553v1,,"
",GCF_011305535.1_ASM1130553v1_genomic.gbff
GCF_011388195.1,GCF_011388195.1,PRJNA224116,SAMN14330254,,na,2716226,2716226,Pusillimonas sp. DMV24BSW_D,strain=DMV24BSW_D,,latest,Complete Genome,Major,Full,2020/03/17,ASM1138819v1,National Centre for Cell Science,GCA_011388195.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/388/195/GCF_011388195.1_ASM1138819v1,,"
",GCF_011388195.1_ASM1138819v1_genomic.gbff
GCF_011388215.1,GCF_011388215.1,PRJNA224116,SAMN14330252,,na,2716225,2716225,Hydrogenophaga sp. BA0156,strain=BA0156,,latest,Complete Genome,Major,Full,2020/03/17,ASM1138821v1,National Centre for Cell Science,GCA_011388215.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/388/215/GCF_011388215.1_ASM1138821v1,,"
",GCF_011388215.1_ASM1138821v1_genomic.gbff
GCF_011492945.1,GCF_011492945.1,PRJNA224116,SAMN13017844,,na,2653851,2653851,Rubrobacter sp. SCSIO 52909,strain=SCSIO 52909,,latest,Complete Genome,Major,Full,2020/03/19,ASM1149294v1,"South China Sea Institute of Oceanology, Chinese Academy of Sciences",GCA_011492945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/492/945/GCF_011492945.1_ASM1149294v1,,"
",GCF_011492945.1_ASM1149294v1_genomic.gbff
GCF_011492965.1,GCF_011492965.1,PRJNA224116,SAMN13017860,,na,2653852,2653852,Rubrobacter sp. SCSIO 52915,strain=SCSIO 52915,,latest,Complete Genome,Major,Full,2020/03/19,ASM1149296v1,"South China Sea Institute of Oceanology, Chinese Academy of Sciences",GCA_011492965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/492/965/GCF_011492965.1_ASM1149296v1,,"
",GCF_011492965.1_ASM1149296v1_genomic.gbff
GCF_011578285.1,GCF_011578285.1,PRJNA224116,SAMN14278072,,na,2715163,2715163,Acinetobacter sp. 185,strain=185,,latest,Complete Genome,Major,Full,2020/03/20,ASM1157828v1,Chinese Center for Disease Control and Prevention,GCA_011578285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/578/285/GCF_011578285.1_ASM1157828v1,,"
",GCF_011578285.1_ASM1157828v1_genomic.gbff
GCF_011617465.1,GCF_011617465.1,PRJNA224116,SAMN13831374,,na,1496080,1496080,Brevibacterium sp. YB235,strain=YB235,,latest,Complete Genome,Major,Full,2020/03/23,ASM1161746v1,xiamen university,GCA_011617465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/617/465/GCF_011617465.1_ASM1161746v1,,"
",GCF_011617465.1_ASM1161746v1_genomic.gbff
GCF_011765625.1,GCF_011765625.1,PRJNA224116,SAMN14403888,,representative genome,1028752,1028752,Shewanella aestuarii,strain=PN3F2,,latest,Complete Genome,Major,Full,2020/03/29,ASM1176562v1,Pukyong National University,GCA_011765625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/765/625/GCF_011765625.1_ASM1176562v1,,"
",GCF_011765625.1_ASM1176562v1_genomic.gbff
GCF_011801145.1,GCF_011801145.1,PRJNA224116,SAMN12792937,,representative genome,228602,228602,Nocardia arthritidis,strain=AUSMDU00012717,,latest,Complete Genome,Major,Full,2020/03/31,ASM1180114v1,University of Melbourne,GCA_011801145.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/801/145/GCF_011801145.1_ASM1180114v1,,"
",GCF_011801145.1_ASM1180114v1_genomic.gbff
GCF_011820545.1,GCF_011820545.1,PRJNA224116,SAMN14420264,,na,2721173,2721173,Streptomyces sp. DSM 40868,strain=DSM 40868,,latest,Complete Genome,Major,Full,2020/04/01,ASM1182054v1,Universite de Lorraine - Institut National de la Recherche Agronomique,GCA_011820545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/820/545/GCF_011820545.1_ASM1182054v1,,"
",GCF_011820545.1_ASM1182054v1_genomic.gbff
GCF_012044595.1,GCF_012044595.1,PRJNA224116,SAMN14467194,,representative genome,1890,1890,Streptomyces antibioticus,strain=DSM 41481,,latest,Complete Genome,Major,Full,2020/04/06,ASM1204459v1,Universite de Lorraine - Institut National de la Recherche Agronomique,GCA_012044595.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/044/595/GCF_012044595.1_ASM1204459v1,,"
",GCF_012044595.1_ASM1204459v1_genomic.gbff
GCF_012109195.1,GCF_012109195.1,PRJNA224116,SAMN14501730,,na,158877,158877,Yokenella regensburgei,strain=W13,,latest,Complete Genome,Major,Full,2020/04/07,ASM1210919v1,Wenzhou Medical University,GCA_012109195.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/109/195/GCF_012109195.1_ASM1210919v1,,"
",GCF_012109195.1_ASM1210919v1_genomic.gbff
GCF_012221805.1,GCF_012221805.1,PRJNA224116,SAMN04590101,,na,1823760,1823760,Pasteurellaceae bacterium RH1A,strain=RH1A,,latest,Complete Genome,Major,Full,2020/04/09,ASM1222180v1,University of Copenhagen,GCA_012221805.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/221/805/GCF_012221805.1_ASM1222180v1,,"
",GCF_012221805.1_ASM1222180v1_genomic.gbff
GCF_012272695.1,GCF_012272695.1,PRJNA224116,SAMN12163780,,na,2592334,2592334,Nocardioides sp. JQ2195,strain=JQ2195,,latest,Complete Genome,Major,Full,2020/04/11,ASM1227269v1,Nanjing Agricultural university,GCA_012272695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/272/695/GCF_012272695.1_ASM1227269v1,,"
",GCF_012272695.1_ASM1227269v1_genomic.gbff
GCF_012273015.1,GCF_012273015.1,PRJNA224116,SAMN14531600,,na,2724192,2724192,Hymenobacter sp. BT18,strain=BT18,,latest,Complete Genome,Major,Full,2020/04/12,ASM1227301v1,Seoul Women's University,GCA_012273015.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/273/015/GCF_012273015.1_ASM1227301v1,,"
",GCF_012273015.1_ASM1227301v1_genomic.gbff
GCF_012275145.1,GCF_012275145.1,PRJNA224116,SAMN14450783,,na,2721246,2721246,Streptomyces sp. S1D4-11,strain=S1D4-11,,latest,Complete Genome,Major,Full,2020/04/13,ASM1227514v1,Universite de Lorraine - Institut National de la Recherche Agronomique,GCA_012275145.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/275/145/GCF_012275145.1_ASM1227514v1,,"
",GCF_012275145.1_ASM1227514v1_genomic.gbff
